,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
496,735.1577,55.348553,64.3797,8909.662,5.186633,5.8561635,1951.9493,1973.7452,43.249588,357.0985,55.200474,442.1815,851.12683,987.65063,216.11075,7.1269884,1211.7648,0.36915606,0.06280929,1.1948749,0.2262973,2.7140439,1.0536574,5.8063235,0.3752326,1964.4154,1.2989393,353.6543,59.79832,25.393269,34.376842,2.259176,13.984217,1.63526,59.178112,6.1686153,2007.867,130567.73
497,746.63293,59.708496,66.30122,9329.727,5.415288,5.903765,1956.8499,1977.6501,56.407963,405.93204,64.30257,437.92514,907.42834,1026.3267,253.88394,6.250147,1294.361,0.40934464,0.07833111,1.2666337,0.28202417,2.844952,1.0752577,6.05906,0.4602044,1967.7333,1.4746406,394.83292,70.64209,29.291235,26.150621,3.1529756,15.581897,2.5930216,66.32218,6.202893,2007.889,140562.27
498,716.6263,44.873302,62.293755,7926.63,4.7263594,5.8036447,1940.2761,1965.8588,20.225163,269.27396,42.58625,430.31934,738.5157,886.2208,151.33185,10.883778,1049.2152,0.28514656,0.044368327,1.0126326,0.09291892,2.4743254,1.0324204,5.301027,0.22859322,1957.1741,0.94318455,263.57895,40.57869,16.809296,50.12693,0.44626355,8.43782,0.022319445,61.17234,6.0586777,2007.8636,107322.16
499,729.8021,48.439137,62.66638,8390.451,4.886988,5.7994046,1943.7975,1968.7697,27.000462,293.01846,42.120735,448.94083,787.8656,918.01733,167.49327,9.456231,1101.3458,0.32586896,0.049628347,1.0868354,0.1384248,2.544883,1.0408169,5.4501815,0.25620848,1959.5734,1.0604693,286.23224,43.211174,19.271997,46.064663,0.58525825,8.426823,0.39705384,73.985016,6.157337,2007.8339,116497.84
500,672.907,41.50415,89.53381,21097.686,8.553927,5.1763005,2000.3105,2003.9253,387.48312,866.34094,21.325565,860.6402,1751.5205,1811.4808,586.8825,3.3293345,2386.2957,0.68500876,0.018753426,2.1758175,0.5522906,3.1434777,1.0066609,8.622212,1.260939,2001.5391,2.79568,792.6706,206.57877,92.92689,7.464254,2.9031932,18.437046,3.223523,3.4451072,6.580491,2007.7396,363312.0
501,741.1172,62.78705,67.135666,9789.829,5.8550825,5.6814876,1968.112,1983.3909,76.728165,416.0497,53.239742,522.5445,991.855,1110.5652,330.37708,4.9152684,1429.0684,0.4224673,0.07233384,1.4893662,0.3750537,2.9164903,1.0657159,6.3230267,0.5516196,1974.9106,1.6870998,444.2459,79.279305,37.962227,20.866186,2.736602,15.850323,0.6985351,62.474033,6.2736254,2007.7997,162612.73
502,737.9564,58.97081,70.88154,10766.49,6.8199563,5.327298,1988.8945,1995.6733,131.56395,435.56998,40.10766,672.5764,1157.834,1269.2339,455.9124,3.625081,1723.6519,0.44678798,0.049088553,1.8826581,0.49657315,2.9918869,1.0386999,6.980234,0.8005959,1991.7705,2.1212666,563.6747,116.353905,64.31156,10.94875,6.1725116,17.682823,-0.72954357,17.70719,6.506467,2007.7115,214482.77
503,738.955,59.86823,66.557465,9158.809,5.4636416,5.8359156,1959.0908,1977.6406,57.52034,388.73035,62.348656,448.4944,903.3562,1030.7727,274.2536,6.449584,1303.5955,0.38573173,0.07956604,1.3068155,0.30265993,2.8198302,1.0701978,6.066002,0.4750141,1968.2782,1.488913,396.74832,71.20568,29.326588,25.884863,2.7695088,16.297575,1.502089,59.760113,6.1664233,2007.8816,140423.64
504,713.57697,40.383766,61.231464,7553.689,4.5891523,5.6934757,1937.8354,1963.7163,8.678792,220.57811,31.348845,452.26923,705.2253,850.2311,129.878,12.0997095,995.1533,0.25005412,0.029223077,0.9956686,0.057722677,2.3317165,1.015677,5.076905,0.1649137,1956.0258,0.8073183,224.8484,30.084906,15.5210905,57.183758,-0.25883365,4.540124,-2.0844104,57.812374,6.064816,2007.8264,99768.52
505,714.6289,38.160522,60.687023,7149.9956,4.531813,5.6973248,1936.0072,1962.7289,2.4774826,196.23848,28.043337,453.215,681.52844,829.8181,119.2384,13.034555,971.2872,0.2335598,0.024099374,0.9743124,0.037677813,2.302455,1.0107623,5.0195403,0.14378156,1955.3877,0.7590901,213.7345,29.490889,15.043834,59.75683,-0.078717,4.1356955,-1.4949158,53.801956,6.0851245,2007.8276,97302.36
506,748.96014,62.864975,67.63375,9283.867,5.8921533,5.669835,1970.036,1984.4711,69.406075,413.81317,54.20261,525.43317,985.46313,1101.0674,334.01318,5.04213,1442.7708,0.41861498,0.07251348,1.5223987,0.3995712,2.9202325,1.0648223,6.363452,0.56501645,1976.9813,1.7217392,452.5466,82.69743,41.54074,19.19661,3.686756,15.650915,1.272472,46.65699,6.320427,2007.831,162465.77
507,738.9193,62.08874,66.35986,9532.871,5.4785085,5.819742,1959.4878,1977.8079,60.586464,396.40115,61.936234,451.84778,923.0767,1043.6166,279.05554,5.379313,1315.375,0.4030444,0.082594216,1.330702,0.32086188,2.8325737,1.0741427,6.096475,0.4688211,1967.941,1.5168822,397.8435,68.806885,27.195341,25.451786,2.2010734,17.089355,1.4115076,71.644714,6.1896462,2007.8696,142544.11
508,739.0555,61.710075,69.784744,9927.556,6.579098,5.3583407,1985.5946,1993.4061,105.95728,429.37442,43.407063,639.392,1106.1312,1213.7117,428.37665,3.3601093,1658.6422,0.43587536,0.05532661,1.8260664,0.4988917,2.9883144,1.0421928,6.7960067,0.7324556,1989.5363,2.0315988,535.2148,104.1379,60.475655,11.773007,5.6639605,16.649008,-0.26502573,16.757744,6.4555817,2007.7742,198554.19
509,712.14215,47.724503,80.02848,13894.705,7.808078,5.167012,1998.5376,2002.1372,250.15637,620.6493,24.477018,819.0281,1444.0693,1506.9175,531.4993,4.2941885,2028.248,0.5303084,0.026144845,2.0909314,0.5344204,3.0942633,1.0128375,7.8757143,0.99273884,1998.7025,2.5586748,685.6826,163.06601,82.558105,9.597858,4.3161902,16.320372,-1.0247437,26.500444,6.701885,2007.7688,287244.97
510,750.78326,62.12169,66.8351,9290.072,5.6087413,5.8060484,1963.0131,1980.3638,60.1976,391.84167,61.83134,464.30957,932.55664,1051.8444,295.9131,5.7587953,1348.8153,0.40487838,0.0802083,1.3871001,0.3457465,2.8537776,1.0739362,6.1745453,0.51340276,1971.1725,1.5805082,416.8527,74.85038,32.22953,22.339392,3.5015182,16.933414,1.3767138,57.369217,6.241549,2007.8551,146728.8
511,715.4994,46.838066,82.225845,15438.822,7.839113,5.2120724,1999.9297,2002.6691,274.28055,720.5626,17.093113,821.9561,1555.9373,1579.1154,529.8314,2.810935,2068.956,0.5683433,0.017363576,2.1031375,0.53160363,3.0623937,1.009369,7.9279437,1.0311581,1999.4978,2.568907,699.4398,170.09262,81.51642,6.2058244,4.0551205,10.8434305,-12.503951,16.012407,6.644151,2007.7947,298600.72
512,737.42096,57.429947,65.38179,8926.099,5.317062,5.871811,1955.7012,1975.8043,48.61758,376.48853,61.051422,438.87354,869.3578,1010.3772,241.80673,6.798822,1256.7072,0.37599218,0.06859724,1.240002,0.2607148,2.7723653,1.0593472,5.9497833,0.4321947,1966.6919,1.3924997,380.77304,67.93693,28.585829,29.595825,3.1335988,16.059168,1.9402144,47.964794,6.1616445,2007.8856,135271.38
513,733.0403,59.10529,65.421196,9153.926,5.352631,5.839014,1956.7288,1975.9286,53.057713,375.56934,60.43719,442.57037,880.84644,1021.2884,254.73586,6.187927,1267.7501,0.37750766,0.07320046,1.2685955,0.2804302,2.77951,1.061187,5.964156,0.4402208,1966.5044,1.4180073,383.12363,66.34617,26.769905,28.690619,2.4681733,16.854797,1.3506014,56.154144,6.14201,2007.8718,136329.23
514,733.1194,59.78442,71.17886,10505.817,6.859189,5.2830267,1991.0496,1996.3032,128.25604,442.8925,37.595898,687.6398,1172.5394,1267.0598,464.27368,3.7329412,1737.1173,0.43357536,0.048735175,1.9162953,0.5135958,3.014772,1.0345272,7.016863,0.7922861,1993.0708,2.1463609,562.3548,115.512825,67.24997,10.082912,5.839376,15.797456,-1.49553,21.504757,6.4882145,2007.7372,215043.86
515,738.8518,61.025753,71.049095,10177.138,6.687996,5.3693676,1988.1853,1994.0688,116.486786,437.8667,39.66213,656.4298,1146.6665,1238.1583,441.58762,3.9271576,1686.7208,0.42041957,0.054564826,1.871599,0.52023184,2.9948978,1.0385019,6.9534917,0.754773,1990.2179,2.099578,545.00806,113.04215,61.998096,10.759189,5.4802046,16.50752,-0.93923104,26.123371,6.474497,2007.7761,205469.88
516,739.70416,63.66317,68.28388,9488.133,6.0374613,5.581048,1974.0872,1985.905,79.72239,412.4058,51.248016,546.2602,1017.55066,1129.415,364.9699,4.52456,1491.8777,0.40614152,0.0707011,1.6131732,0.44140548,2.9282658,1.0584942,6.4650764,0.6089209,1979.1788,1.7989882,468.77423,87.448265,43.15797,16.967243,3.6391015,17.162327,0.15169133,44.340862,6.301166,2007.8292,168998.05
517,735.563,61.945793,70.83196,9676.349,6.6686,5.3239865,1988.292,1994.2397,107.37752,449.65512,38.447906,667.84204,1130.6759,1227.9706,442.33508,3.8597603,1687.3297,0.42601684,0.056676883,1.8674423,0.5234752,3.0294363,1.0397671,6.90004,0.7334543,1990.9962,2.0891583,542.97614,108.382034,64.14293,11.074659,4.7737083,14.300682,-0.30829132,21.974718,6.4663854,2007.7896,203570.77
518,744.1444,62.988163,67.60246,9393.155,5.8461556,5.6802,1968.6682,1983.4388,70.562836,415.62888,54.54232,518.60333,982.72253,1096.8558,328.30835,4.9196863,1428.8298,0.41642022,0.07584404,1.5000124,0.39200887,2.915364,1.0660511,6.3343215,0.55024654,1975.5508,1.701196,445.08212,80.344345,39.273537,20.02334,3.0660884,15.614877,1.2115691,55.162453,6.291449,2007.8385,160495.38
519,742.8054,62.78856,69.65475,9581.615,6.5043774,5.388085,1984.7955,1992.6675,96.91123,429.6569,43.39466,631.38574,1090.452,1199.0905,422.8195,3.7902572,1636.0184,0.4292853,0.058251075,1.8070185,0.5035223,2.9945745,1.0456483,6.757872,0.71052766,1988.5803,2.0088031,526.7686,101.95231,58.89747,12.037799,5.2110634,15.961853,-0.07135879,18.341105,6.4462385,2007.7831,193644.03
520,748.5989,62.91425,67.0718,9329.08,5.7264237,5.738638,1966.2904,1982.1405,64.47938,397.25235,58.99168,485.5646,956.76184,1073.6951,313.48605,5.0514054,1392.2704,0.40763593,0.07566123,1.4620048,0.38049495,2.8756642,1.0679138,6.255117,0.5432144,1973.8456,1.6475143,433.65643,78.47617,35.426773,20.369688,3.8531718,17.600481,1.1860721,49.928318,6.2672963,2007.8546,152971.4
521,742.1339,61.928833,67.16007,9401.9,5.651398,5.770177,1963.6934,1980.613,65.39609,408.50266,59.071953,478.5878,952.8701,1065.3031,296.55063,5.165069,1370.9276,0.4063629,0.07790268,1.4119399,0.3562409,2.875697,1.0681036,6.2212987,0.5140869,1971.9596,1.6100495,422.637,76.40947,33.862408,22.257116,3.1127152,16.526926,1.6106948,60.61819,6.238585,2007.8782,151045.6
522,726.11115,47.02126,62.79736,7996.972,4.8952537,5.766075,1944.999,1968.7684,23.731289,275.97836,41.96909,450.10773,770.49384,911.7117,176.01349,10.165916,1102.3308,0.3002551,0.044637308,1.1023629,0.14154978,2.5135546,1.033632,5.438257,0.27260965,1960.556,1.0492238,288.05402,46.060955,20.920551,46.196747,1.2350979,9.1988125,-0.063141696,54.880596,6.1301284,2007.8468,114867.42
523,737.10144,59.81269,71.312744,10325.104,6.7352037,5.348736,1987.6774,1994.3799,122.85667,446.50317,40.0872,664.5809,1145.246,1249.8774,441.39697,3.4752934,1704.0697,0.43989435,0.055810444,1.8666058,0.51242375,3.0006137,1.0396647,6.963162,0.767815,1990.703,2.1140416,555.3717,114.70551,63.225285,11.285439,5.4494042,16.73989,0.22400464,20.672924,6.506596,2007.7683,209862.38
524,722.34296,48.562912,62.759087,8276.803,4.8687696,5.811166,1944.0327,1968.001,26.949795,292.30685,44.67417,441.19916,773.12524,919.3617,171.34534,9.621028,1092.0399,0.3117113,0.052281618,1.0671464,0.13445254,2.54071,1.0385122,5.449486,0.2592473,1958.8168,1.0492231,287.75797,44.27771,18.810213,45.966545,0.38956428,9.566543,0.22234239,66.11977,6.1019444,2007.843,114545.0
525,726.11163,56.446777,72.78114,11274.471,7.0432024,5.269266,1991.9423,1997.1339,155.6447,472.0571,32.926834,719.36914,1217.5482,1326.9924,474.91028,3.4002306,1798.9456,0.45338753,0.04512595,1.9509956,0.51791334,3.0316007,1.0297048,7.2001605,0.84393543,1994.0458,2.2359643,593.6862,129.66922,69.29979,10.694707,5.4263654,17.287693,0.09260095,21.598818,6.553175,2007.7151,231933.19
526,724.9928,45.028244,61.619793,8113.602,4.7343597,5.7759843,1939.984,1966.3953,18.607311,264.37653,36.412796,449.5647,754.6733,887.70917,140.39474,10.281542,1049.8739,0.3034243,0.03928313,1.036177,0.09718113,2.4643886,1.0298383,5.2829275,0.20268275,1957.5891,0.9445554,257.7364,36.5227,16.96592,51.465073,0.19507812,6.728739,0.011026035,72.586815,6.1452956,2007.829,110004.836
527,717.1769,40.83173,61.18257,7367.041,4.6168895,5.7458744,1938.6038,1964.3641,6.3046155,225.67719,34.217903,445.47214,698.56006,858.9438,128.72635,11.808164,1005.2158,0.25195086,0.027467627,0.99510866,0.05999737,2.3703997,1.0106821,5.1656165,0.18467598,1956.9996,0.84538996,241.59763,36.97755,18.260105,55.21447,0.7925644,6.63892,-0.6503569,40.6212,6.0944138,2007.8427,102442.26
528,732.0731,58.23321,65.716194,9515.231,5.329023,5.871306,1954.8828,1975.0111,52.736195,396.72446,59.541893,431.315,876.1149,1023.38947,253.65228,6.8780394,1264.2128,0.4000456,0.085487455,1.2128046,0.25316787,2.7807124,1.0753614,5.9419765,0.41585514,1964.7677,1.416871,374.24796,67.65876,23.216734,29.814016,1.2366793,15.951925,2.729611,89.73679,6.0681977,2007.924,136117.17
529,736.2779,56.003513,65.6654,8912.841,5.237114,5.86832,1952.8275,1974.3103,47.26022,363.62292,60.396664,429.4658,855.25995,987.6149,238.09679,7.7868485,1228.8281,0.36530358,0.07397476,1.1994271,0.23252344,2.7410626,1.0658034,5.860418,0.41360557,1964.6672,1.337965,360.03125,63.5257,25.325434,31.799435,2.2782817,14.122123,1.4588232,62.78204,6.12899,2007.8827,130026.66
530,740.2599,64.11202,67.91067,9442.466,6.0313573,5.5694633,1973.9777,1986.1025,77.628914,413.28363,50.840965,548.8017,1012.428,1129.8906,364.2204,4.2803016,1492.0344,0.41318154,0.06952758,1.6134446,0.44147584,2.9360344,1.0584679,6.439415,0.6055308,1979.4298,1.7933301,469.6631,85.683014,43.32979,17.043507,3.5899847,17.073662,0.3614086,41.730858,6.3070107,2007.8193,168855.95
531,729.6163,51.970497,64.478516,8375.212,5.0999084,5.833811,1950.1898,1972.0192,36.735714,327.9114,54.07381,436.1304,813.12683,957.2633,213.36076,8.942807,1177.245,0.33118778,0.059983224,1.1563692,0.19599307,2.6465585,1.049794,5.6964393,0.36123982,1963.294,1.2169404,334.651,58.322712,24.518478,37.52569,2.201788,12.846338,0.94246495,49.729656,6.1127734,2007.8795,123594.91
532,720.9088,45.185062,62.399105,7874.8257,4.776193,5.770606,1941.7544,1966.4388,19.610767,259.60043,39.730145,445.27472,744.2222,888.5125,160.7087,11.051579,1055.9337,0.28425342,0.046036266,1.040442,0.104992375,2.464752,1.0329828,5.317644,0.22798334,1957.773,0.9620375,263.59955,39.855556,17.581448,50.1285,0.14166592,7.4444475,-0.49314797,64.51957,6.092822,2007.8367,108770.16
533,723.7852,56.246075,73.39642,11381.288,7.125014,5.2394595,1993.57,1997.9564,161.3408,483.51913,31.88828,732.40076,1242.1486,1337.807,484.55215,3.6840312,1821.5924,0.4524432,0.04247888,1.9775758,0.5249379,3.0431628,1.0266625,7.2661977,0.852135,1995.0089,2.2696526,598.78973,130.9969,71.74656,10.184726,5.3208137,16.461025,-0.42024195,24.456379,6.5525966,2007.7275,235926.67
534,745.16785,64.50539,67.96929,9356.556,6.0540185,5.568882,1974.7869,1986.6958,75.31151,417.16534,49.96167,555.2328,1018.42084,1130.8711,360.9562,3.9486558,1499.4791,0.41990408,0.0690013,1.6305412,0.45365176,2.944204,1.0570717,6.471257,0.6024828,1980.2842,1.8163706,473.76355,86.53681,45.023006,16.468998,3.839813,16.668415,0.74020946,39.596096,6.351465,2007.8251,170406.45
535,729.1721,57.381348,72.55678,11110.12,6.995742,5.2762766,1991.9043,1996.8759,148.34024,459.2436,36.269398,703.1593,1209.9413,1301.6953,469.3257,3.3673086,1779.0302,0.44450092,0.047881443,1.9449091,0.5191608,3.010666,1.0304611,7.1611295,0.82833207,1993.721,2.2160876,581.80536,124.95864,68.92929,10.005285,5.934494,17.029228,-0.74464476,23.626633,6.5364356,2007.7435,226072.88
536,739.43005,63.62176,67.94946,9748.014,6.020157,5.600878,1972.7048,1985.506,82.065575,423.7127,49.374477,553.44183,1024.5085,1135.2922,354.7675,4.3777175,1482.6099,0.42122275,0.07131017,1.5819314,0.42099926,2.9430215,1.0600935,6.4516244,0.584064,1978.0789,1.7823664,463.9004,84.55827,42.571014,18.428791,2.8313413,15.683068,0.38477623,57.59996,6.314319,2007.8037,170612.28
537,723.5611,51.319874,63.704365,8494.938,4.9830704,5.8279877,1946.9142,1969.5885,34.39429,313.77368,49.921265,437.3367,796.4797,942.0716,195.9481,9.088689,1130.387,0.3250158,0.06254096,1.1026406,0.16621621,2.6024377,1.0484855,5.574119,0.30371386,1960.0039,1.1365722,308.89407,49.30214,19.86197,41.686672,0.5053158,11.105586,0.36516035,68.444695,6.0889544,2007.8499,118733.46
538,733.32355,60.410973,70.7979,10524.239,6.5947604,5.3390045,1984.5734,1993.2457,110.44927,432.1416,48.50133,627.74695,1114.8217,1216.7146,432.0017,2.5079176,1675.5353,0.4397687,0.060162116,1.8281324,0.48931676,2.9585176,1.0422978,6.8664765,0.7275944,1988.6145,2.0375366,532.6839,106.20382,58.545837,11.719323,6.3304863,17.34305,-0.15504418,23.261065,6.457171,2007.8174,200447.02
539,721.5142,52.093746,77.04092,12515.86,7.269653,5.270558,1991.6671,1997.4902,197.24904,563.98315,31.09272,749.98645,1308.4484,1400.9014,470.90985,3.389895,1879.5963,0.4986602,0.041716028,1.9728081,0.5343166,3.037717,1.02588,7.480384,0.88315684,1993.8479,2.3665934,628.583,144.9757,72.118614,12.117259,3.9971178,16.962807,2.2900982,29.51938,6.643557,2007.7809,253071.36
540,746.3753,63.901573,69.44492,9366.831,6.413195,5.4368005,1983.8132,1991.6316,89.311905,426.55927,43.089046,617.95746,1080.1511,1186.5989,415.66666,4.2959056,1608.2195,0.4157809,0.05895902,1.7891546,0.5090669,2.9913738,1.0473614,6.728281,0.6899087,1987.1123,1.981672,516.1869,100.75793,55.95617,12.300807,4.863984,16.0502,-0.27600515,22.539402,6.4249134,2007.7913,188270.48
541,715.4013,51.193485,75.64051,12657.51,7.4514413,5.193302,1995.3385,2000.119,205.2195,530.4742,26.418123,784.29694,1314.3578,1432.3043,509.43692,3.6326222,1924.3925,0.49448723,0.032751378,2.0280504,0.5181995,3.0728414,1.0209334,7.527198,0.9377767,1997.078,2.3992798,648.2922,149.43616,76.27156,11.155477,4.8873982,18.244677,1.5254109,21.448132,6.6449986,2007.6746,262732.34
542,731.77966,55.880573,65.19115,8974.367,5.1684265,5.900378,1950.9243,1972.8807,46.76428,367.10287,60.20844,425.82663,845.49347,982.4679,223.92961,7.8161864,1201.4327,0.3668797,0.076181896,1.1511391,0.21322142,2.7346692,1.0666505,5.8099732,0.3787155,1962.5844,1.2935617,349.70557,59.52509,23.061438,33.864426,1.4236538,13.596707,1.609754,71.87448,6.106291,2007.8766,127759.45
543,737.96454,61.034756,66.91339,9388.25,5.557512,5.8037667,1960.8671,1979.1102,63.918133,406.64554,61.322407,462.12625,931.6238,1051.091,286.92963,5.7643065,1341.2319,0.40172473,0.07996129,1.3514199,0.3242021,2.8639772,1.0721246,6.138257,0.49695674,1969.9078,1.5486736,410.10336,73.25376,31.114674,24.020517,2.6909883,16.252766,1.6971002,64.688324,6.185236,2007.8806,146216.1
544,723.29236,50.84729,63.542034,8496.987,4.9747167,5.819711,1946.6061,1969.822,34.237003,313.68842,49.64832,434.9072,798.55273,940.87555,192.34465,8.90188,1136.1016,0.3256663,0.05734121,1.1131612,0.16782399,2.6002712,1.0456585,5.564196,0.31040657,1960.634,1.1340414,310.17395,50.046898,20.186964,41.579407,1.0509636,11.647837,0.54840386,63.779312,6.0926194,2007.8638,118997.04
545,741.62427,60.597897,65.74675,9371.833,5.437207,5.845563,1958.3503,1977.7174,56.59783,391.25098,61.10731,448.65576,908.15375,1035.7102,261.9002,5.560167,1299.5044,0.40090877,0.074635416,1.3071127,0.30250135,2.8225248,1.0668073,6.047511,0.46191993,1968.1642,1.4819463,396.61154,68.99239,28.613974,26.207644,2.938273,16.875366,1.8028774,60.958515,6.1975837,2007.8682,141281.69
546,739.4118,53.77183,64.71725,8764.955,5.1587095,5.8507967,1950.5409,1973.2913,41.177227,345.98993,53.808746,442.3716,844.184,968.42303,215.11801,8.267316,1198.0695,0.363173,0.06539276,1.1763021,0.20927489,2.691318,1.060161,5.755071,0.36399564,1963.7727,1.267414,340.11145,57.585472,24.521864,35.970737,1.9447852,11.76202,1.3771789,69.047195,6.17549,2007.862,127877.69
547,748.5873,63.480984,67.87518,9326.414,5.962605,5.63593,1971.8883,1985.3937,71.81688,421.1261,51.697292,541.9977,1003.81915,1114.0419,340.7152,4.528046,1466.1261,0.4236319,0.07191549,1.5625899,0.42036253,2.9371278,1.06171,6.4231153,0.57143724,1978.2865,1.7661589,460.93448,84.25307,43.60425,18.311594,3.566536,15.303561,1.2906302,47.448036,6.3514886,2007.8306,166717.3
548,748.707,64.5792,68.15323,9248.582,6.1496406,5.5311956,1977.22,1988.3148,76.12719,419.30225,48.292847,574.2446,1027.478,1143.6879,376.48547,4.147204,1527.2925,0.425129,0.06643729,1.6678083,0.46530193,2.9637043,1.0566655,6.520842,0.6238506,1982.3917,1.8550676,485.7707,89.173195,48.538742,15.39892,4.135551,16.029205,0.67868364,32.09707,6.38335,2007.8027,174785.12
549,727.7551,50.20823,63.40904,8340.992,5.000404,5.799603,1947.5725,1970.49,31.446293,306.33347,47.39487,445.08997,799.06195,940.432,192.14008,9.017318,1142.535,0.32380185,0.051957957,1.1351593,0.17337126,2.5883324,1.0410187,5.5737414,0.31266242,1961.8518,1.1410366,312.68478,51.249596,22.28058,41.7069,1.5717169,11.269496,0.52166975,55.89852,6.131961,2007.8572,120361.914
550,721.12006,44.912178,62.473747,7985.222,4.802988,5.7166295,1943.318,1967.5121,20.013706,264.11386,38.808666,452.43787,757.0256,895.59155,162.57825,10.531127,1075.2031,0.28592843,0.03732876,1.0809666,0.119385615,2.442528,1.0265912,5.3104568,0.24485199,1959.7222,0.97263837,268.04218,40.196712,19.833069,49.372643,0.8900466,7.3178825,-1.4414552,53.269897,6.0962267,2007.8424,109917.21
551,744.9177,62.503277,68.05021,9304.26,5.9228745,5.653446,1971.0029,1984.5552,73.1289,406.9034,54.892246,523.11444,988.99725,1104.3386,346.29764,5.3774815,1451.9626,0.403958,0.072739266,1.5410057,0.40688345,2.909141,1.0640028,6.386165,0.5867858,1977.2651,1.7336948,455.17786,85.28246,41.270927,18.504702,3.8694692,16.602436,0.6392952,44.08574,6.2868333,2007.8381,162651.78
552,745.6269,64.56522,68.598206,9217.885,6.160614,5.522945,1977.6837,1988.0756,77.91361,415.2785,49.08274,571.146,1027.7354,1142.0112,384.39047,4.405856,1528.9828,0.41402143,0.07003497,1.6748309,0.47168902,2.9563277,1.0579983,6.532913,0.6325844,1982.168,1.8623685,485.05087,90.12627,47.86106,14.9983635,3.9664235,16.33787,0.28246272,33.677383,6.3567996,2007.8131,173932.11
553,711.3666,47.123455,80.158264,15066.844,7.706572,5.2441287,1995.6154,2000.9355,260.2991,661.16327,21.162321,799.79016,1473.2312,1532.9796,517.3858,3.8714585,2029.4554,0.57480633,0.030844463,2.0559068,0.5137092,3.0639343,1.0159976,7.811452,1.0188682,1997.923,2.5130808,691.1912,167.7862,77.121735,9.2775,4.2467494,15.205279,-3.1602542,14.651935,6.64451,2007.7269,291864.6
554,727.0306,52.05977,64.017944,8493.238,5.0792704,5.791277,1949.6273,1971.4843,36.87253,315.42465,50.017838,444.25174,814.9627,954.94275,212.02824,8.659777,1169.1089,0.32887226,0.058709145,1.1687587,0.19848718,2.6211822,1.0471563,5.6451,0.34376177,1962.6451,1.197739,325.03513,53.83951,22.403126,38.998653,1.5155661,12.373338,0.32910335,58.610863,6.1162643,2007.8586,122840.86
555,738.657,59.41113,65.66093,9387.112,5.34085,5.8910465,1955.2009,1976.2489,55.472492,396.30453,62.979496,432.68903,894.3034,1020.64154,245.31699,6.014576,1272.007,0.4000074,0.07599917,1.2459631,0.27072346,2.8166966,1.0700965,5.983606,0.43968478,1966.2305,1.4277347,384.13156,66.68185,26.479046,27.991274,2.6311662,16.186993,2.235866,67.698654,6.1628876,2007.8862,137386.61
556,744.2939,64.15362,68.991974,9188.335,6.3398433,5.4316506,1981.9557,1990.8684,83.601326,427.15143,45.09685,607.35114,1057.98,1170.9796,402.8408,3.695141,1592.2462,0.42419985,0.06116317,1.7626534,0.5023502,2.9883063,1.0482868,6.648305,0.6715305,1986.5111,1.9489932,510.59375,96.23538,54.97614,13.006585,4.8010244,16.146847,0.5481733,18.030901,6.4186745,2007.8127,184403.06
557,704.91077,50.22546,75.886,13087.323,7.4709687,5.200826,1994.3099,1999.5621,212.97623,536.90955,23.232716,790.52234,1322.7571,1441.8757,508.9196,3.998662,1946.8402,0.5122683,0.04165441,2.0391064,0.521158,3.087302,1.0190115,7.5806475,0.95851743,1997.5052,2.4251177,659.66077,156.62877,75.425354,11.861928,4.5467296,19.135464,5.649052,20.48317,6.636941,2007.6519,269896.44
558,696.74976,44.388077,81.535904,15188.695,7.9788837,5.1829996,1997.195,2002.076,282.45322,647.13226,19.695133,843.78217,1490.7341,1557.6293,542.5499,6.1745324,2097.2266,0.5702356,0.031070871,2.1209707,0.5345192,3.122067,1.008761,8.092835,1.0545242,1999.0566,2.6496823,718.60754,180.76651,81.897095,12.122453,3.4430103,19.532707,7.6909437,32.44932,6.7208304,2007.7052,307918.47
559,730.6363,56.64173,65.01425,9217.63,5.1532927,5.9313145,1950.0929,1973.0317,49.464,384.39105,62.46909,415.8634,855.27344,989.8113,215.72,7.022202,1208.2711,0.3818469,0.07467606,1.1439888,0.21340418,2.7638414,1.0673525,5.8268137,0.38326323,1962.5553,1.3038274,355.17267,60.296745,22.615606,32.923027,1.7527837,14.7127695,2.2902634,73.22617,6.1022997,2007.8955,128991.75
560,749.70416,63.40907,70.11445,9473.976,6.39523,5.4734263,1983.2332,1990.9119,90.95846,417.60156,46.812286,599.8254,1082.1638,1172.0574,404.5309,3.9011421,1597.1412,0.41082254,0.06629819,1.783115,0.51519454,2.9552863,1.0484899,6.76001,0.6886116,1986.2346,1.9933152,512.10004,102.19825,54.812233,11.713293,5.434034,17.014246,-0.17751275,26.729403,6.447334,2007.8326,186274.02
